name,brand,category,sp,mrp,discount,type,weight,weightUnitType,description,productImageUrl,largeImageUrl
Limca Lime 'N' Lemon Soft Drink (Bottle),Limca,Beverages,36,40,10,Soft Drink,750 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_9483.jpg?ts=1593775387,https://cdn.grofers.com/app/images/products/full_screen/pro_9483.jpg?ts=1593775387
Coca-Cola Soft Drink (Bottle),Coca-Cola,Beverages,36,40,10,Soft Drink,750 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_283.jpg?ts=1595923242,https://cdn.grofers.com/app/images/products/full_screen/pro_283.jpg?ts=1595923242
Sprite Lime Flavoured Soft Drink (Bottle),Sprite,Beverages,36,40,10,Soft Drink,750 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_312.jpg?ts=1606130376,https://cdn.grofers.com/app/images/products/full_screen/pro_312.jpg?ts=1606130376
Fanta Orange Flavoured Soft Drink (Bottle),Fanta,Beverages,89,95,6,Soft Drink,2.25 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_62184.jpg?ts=1547559921,https://cdn.grofers.com/app/images/products/full_screen/pro_62184.jpg?ts=1547559921
Bisleri Limonata Limey Minty Cooler Soft Drink (Bottle) - Pack of 6,Bisleri,Beverages,115,240,52,Soft Drink,6x600 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_442436.jpg?ts=1609412400,https://cdn.grofers.com/app/images/products/full_screen/pro_442436.jpg?ts=1609412400
Bisleri Spyci Masala Maar Ke Soft Drink (Bottle) - Pack of 6,Bisleri,Beverages,115,240,52,Soft Drink,6x600 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_442440.jpg?ts=1609412403,https://cdn.grofers.com/app/images/products/full_screen/pro_442440.jpg?ts=1609412403
Bisleri Limonata Limey Minty Cooler Soft Drink (Bottle) - Buy 1 Get 1 Free,Bisleri,Beverages,40,80,50,Soft Drink,2x600 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_442458.jpg?ts=1609412409,https://cdn.grofers.com/app/images/products/full_screen/pro_442458.jpg?ts=1609412409
Bisleri Spyci Masala Maar Ke Soft Drink (Bottle) - Buy 1 Get 1 Free,Bisleri,Beverages,40,80,50,Soft Drink,2x600 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_442463.jpg?ts=1609412410,https://cdn.grofers.com/app/images/products/full_screen/pro_442463.jpg?ts=1609412410
Pepsi Swag Soft Drink (Can) - Buy 4 Get 2 Free,Pepsi,Beverages,100,150,33,Soft Drink,6x250 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_391213.jpg?ts=1557487013,https://cdn.grofers.com/app/images/products/full_screen/pro_391213.jpg?ts=1557487013
Pepsi Black Slim Soft Drink (Can),Pepsi,Beverages,25,25,0,Soft Drink,250 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_363311.jpg?ts=1557311193,https://cdn.grofers.com/app/images/products/full_screen/pro_363311.jpg?ts=1557311193
Pepsi Swag Soft Drink (Can),Pepsi,Beverages,25,25,0,Soft Drink,250 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_132089.jpg?ts=1593509665,https://cdn.grofers.com/app/images/products/full_screen/pro_132089.jpg?ts=1593509665
Mountain Dew Soft Drink (Can) - Buy 4 Get 2 Free,Mountain Dew,Beverages,100,150,33,Soft Drink,6x250 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_391216.jpg?ts=1534913670,https://cdn.grofers.com/app/images/products/full_screen/pro_391216.jpg?ts=1534913670
Mountain Dew Soft Drink (Can),Mountain Dew,Beverages,25,25,0,Soft Drink,250 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_303.jpg?ts=1590670315,https://cdn.grofers.com/app/images/products/full_screen/pro_303.jpg?ts=1590670315
Mirinda Soft Drink (Can) - Buy 4 Get 2 Free,Mirinda,Beverages,100,150,33,Soft Drink,6x250 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_391214.jpg?ts=1534913670,https://cdn.grofers.com/app/images/products/full_screen/pro_391214.jpg?ts=1534913670
Mirinda Soft Drink (Can),Mirinda,Beverages,25,25,0,Soft Drink,250 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_301.jpg?ts=1570791489,https://cdn.grofers.com/app/images/products/full_screen/pro_301.jpg?ts=1570791489
7UP Soft Drink (Can) - Buy 4 Get 2 Free,7UP,Beverages,100,150,33,Soft Drink,6x250 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_391215.jpg?ts=1534913670,https://cdn.grofers.com/app/images/products/full_screen/pro_391215.jpg?ts=1534913670
7UP Soft Drink (Can),7UP,Beverages,25,25,0,Soft Drink,250 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_279.jpg?ts=1570791489,https://cdn.grofers.com/app/images/products/full_screen/pro_279.jpg?ts=1570791489
Coca-Cola Diet Coke Soft Drink (Can),Coca-Cola,Beverages,40,40,0,Soft Drink,300 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_15288.jpg?ts=1547724715,https://cdn.grofers.com/app/images/products/full_screen/pro_15288.jpg?ts=1547724715
Coca-Cola Soft Drink (Can),Coca-Cola,Beverages,40,40,0,Soft Drink,300 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_17678.jpg?ts=1592911160,https://cdn.grofers.com/app/images/products/full_screen/pro_17678.jpg?ts=1592911160
Coca-Cola Diet Coke Soft Drink (Can) - Pack of 6,Coca-Cola,Beverages,219,240,8,Soft Drink,6x300 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_331830.jpg?ts=1591181389,https://cdn.grofers.com/app/images/products/full_screen/pro_331830.jpg?ts=1591181389
Schweppes Original Ginger Ale Soft Drink (Can),Schweppes,Beverages,50,50,0,Soft Drink,300 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_108932.jpg?ts=1547560002,https://cdn.grofers.com/app/images/products/full_screen/pro_108932.jpg?ts=1547560002
Shunya Fizz Classic Cola Soft Drink (Can) - Buy 4 Get 1 Free,Shunya,Beverages,240,300,20,Soft Drink,5x300 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_438626.jpg?ts=1606805251,https://cdn.grofers.com/app/images/products/full_screen/pro_438626.jpg?ts=1606805251
Shunya Fizz Lime & Lemon Soft Drink - Buy 4 Get 1 Free,Shunya,Beverages,240,300,20,Soft Drink,5x300 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_438625.jpg?ts=1606805251,https://cdn.grofers.com/app/images/products/full_screen/pro_438625.jpg?ts=1606805251
Shunya Fizz Classic Cola Soft Drink (Can),Shunya,Beverages,59,60,1,Soft Drink,300 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_432773.jpg?ts=1602052080,https://cdn.grofers.com/app/images/products/full_screen/pro_432773.jpg?ts=1602052080
Shunya Fizz Lime & Lemon Soft Drink (Can),Shunya,Beverages,59,60,1,Soft Drink,300 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_432772.jpg?ts=1602052080,https://cdn.grofers.com/app/images/products/full_screen/pro_432772.jpg?ts=1602052080
Real Fruit Power Mango Juice,Real Fruit Power,Beverages,80,100,20,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_17491.jpg?ts=1591526101,https://cdn.grofers.com/app/images/products/full_screen/pro_17491.jpg?ts=1591526101
Tropicana Mango Delight Juice,Tropicana,Beverages,100,100,0,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_59855.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_59855.jpg
Slice Thickest Mango Drink (Bottle),Slice,Beverages,54,65,16,Mango Drink,1.2 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_244002.jpg?ts=1588938067,https://cdn.grofers.com/app/images/products/full_screen/pro_244002.jpg?ts=1588938067
B Natural Guava Juice - Buy 1 Get 1 Free,B Natural,Beverages,110,220,50,Juice,2x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_400527.jpg?ts=1610620769,https://cdn.grofers.com/app/images/products/full_screen/pro_400527.jpg?ts=1610620769
Patanjali Aloe Vera with Fibre Juice,Patanjali,Beverages,200,200,0,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_53703.jpg?ts=1592078199,https://cdn.grofers.com/app/images/products/full_screen/pro_53703.jpg?ts=1592078199
B Natural Orange Juice,B Natural,Beverages,88,110,20,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_33218.jpg?ts=1611224499,https://cdn.grofers.com/app/images/products/full_screen/pro_33218.jpg?ts=1611224499
Real Fruit Power Mixed Fruit Juice - Pack of 2,Real Fruit Power,Beverages,141,220,35,Juice,2x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_215472.jpg?ts=1595400750,https://cdn.grofers.com/app/images/products/full_screen/pro_215472.jpg?ts=1595400750
Patanjali Giloy Juice,Patanjali,Beverages,90,90,0,Juice,500 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_95374.jpg?ts=1591260853,https://cdn.grofers.com/app/images/products/full_screen/pro_95374.jpg?ts=1591260853
Real Activ 100% Orange Juice - Pack of 2,Real Activ,Beverages,208,270,22,Juice,2x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_263746.jpg?ts=1600240576,https://cdn.grofers.com/app/images/products/full_screen/pro_263746.jpg?ts=1600240576
Maaza Mango Fruit Drink (Bottle),Maaza,Beverages,40,40,0,Fruit Drink,600 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_298.jpg?ts=1556629093,https://cdn.grofers.com/app/images/products/full_screen/pro_298.jpg?ts=1556629093
Tropicana Mixed Fruit Delight Juice - Pack of 2,Tropicana,Beverages,160,200,20,Juice,2x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_215475.jpg?ts=1589195058,https://cdn.grofers.com/app/images/products/full_screen/pro_215475.jpg?ts=1589195058
Tropicana Guava Delight Juice - Pack of 2,Tropicana,Beverages,160,200,20,Juice,2x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_218697.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_218697.jpg
Tropicana Orange Delight Juice - Pack of 2,Tropicana,Beverages,187,220,15,Juice,2x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_229136.jpg?ts=1593412666,https://cdn.grofers.com/app/images/products/full_screen/pro_229136.jpg?ts=1593412666
B Natural Mixed Fruit Juice - Buy 1 Get 1 Free,B Natural,Beverages,110,220,50,Juice,2x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_400525.jpg?ts=1610620320,https://cdn.grofers.com/app/images/products/full_screen/pro_400525.jpg?ts=1610620320
B Natural Litchi Juice,B Natural,Beverages,88,110,20,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_33213.jpg?ts=1589193912,https://cdn.grofers.com/app/images/products/full_screen/pro_33213.jpg?ts=1589193912
B Natural Pineapple Juice (Tetra Pak),B Natural,Beverages,88,110,20,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_33220.jpg?ts=1591260812,https://cdn.grofers.com/app/images/products/full_screen/pro_33220.jpg?ts=1591260812
Real Fruit Power Litchi Juice,Real Fruit Power,Beverages,85,110,22,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_20144.jpg?ts=1591526101,https://cdn.grofers.com/app/images/products/full_screen/pro_20144.jpg?ts=1591526101
Real Fruit Power Guava Juice,Real Fruit Power,Beverages,75,100,25,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_352.jpg?ts=1591526038,https://cdn.grofers.com/app/images/products/full_screen/pro_352.jpg?ts=1591526038
Real Fruit Power Cranberry Juice,Real Fruit Power,Beverages,103,115,10,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_20143.jpg?ts=1591526101,https://cdn.grofers.com/app/images/products/full_screen/pro_20143.jpg?ts=1591526101
Real Fruit Power Mixed Fruit Juice - Pack of 6,Real Fruit Power,Beverages,105,120,12,Juice,6x180 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_382064.jpg?ts=1591160684,https://cdn.grofers.com/app/images/products/full_screen/pro_382064.jpg?ts=1591160684
Real Fruit Power Mixed Fruit Juice,Real Fruit Power,Beverages,85,110,22,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_353.jpg?ts=1591526038,https://cdn.grofers.com/app/images/products/full_screen/pro_353.jpg?ts=1591526038
Real Fruit Power Masala Mixed Fruit Juice - Buy 2 Get 1 Free,Real Fruit Power,Beverages,220,330,33,Juice,3x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_405067.jpg?ts=1565345612,https://cdn.grofers.com/app/images/products/full_screen/pro_405067.jpg?ts=1565345612
Real Fruit Power Apple Juice,Real Fruit Power,Beverages,18,20,10,Juice,180 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_17488.jpg?ts=1591708242,https://cdn.grofers.com/app/images/products/full_screen/pro_17488.jpg?ts=1591708242
Real Fruit Power Pomegranate Juice,Real Fruit Power,Beverages,95,115,17,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_356.jpg?ts=1591526100,https://cdn.grofers.com/app/images/products/full_screen/pro_356.jpg?ts=1591526100
Real Fruit Power Apple Juice - Pack of 6,Real Fruit Power,Beverages,105,120,12,Juice,6x200 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_366495.jpg?ts=1589980848,https://cdn.grofers.com/app/images/products/full_screen/pro_366495.jpg?ts=1589980848
Real Fruit Power Guava Juice - Pack of 6,Real Fruit Power,Beverages,105,120,12,Juice,6x200 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_366487.jpg?ts=1589980848,https://cdn.grofers.com/app/images/products/full_screen/pro_366487.jpg?ts=1589980848
Real Fruit Power Mosambi Juice,Real Fruit Power,Beverages,110,110,0,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_62221.jpg?ts=1591526101,https://cdn.grofers.com/app/images/products/full_screen/pro_62221.jpg?ts=1591526101
Real Fruit Power Pineapple Juice,Real Fruit Power,Beverages,105,105,0,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_355.jpg?ts=1591526039,https://cdn.grofers.com/app/images/products/full_screen/pro_355.jpg?ts=1591526039
Real Fruit Power Masala Mixed Fruit Juice - Pack of 2,Real Fruit Power,Beverages,180,220,18,Juice,2x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_403077.jpg?ts=1561621225,https://cdn.grofers.com/app/images/products/full_screen/pro_403077.jpg?ts=1561621225
Real Fruit Power Pink Guava Juice,Real Fruit Power,Beverages,110,110,0,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_421626.jpg?ts=1587037438,https://cdn.grofers.com/app/images/products/full_screen/pro_421626.jpg?ts=1587037438
Real Fruit Power Masala Mixed Fruit Juice,Real Fruit Power,Beverages,90,110,18,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_401282.jpg?ts=1605622269,https://cdn.grofers.com/app/images/products/full_screen/pro_401282.jpg?ts=1605622269
Tropicana Cranberry Delight Juice - Pack of 2,Tropicana,Beverages,187,220,15,Juice,2x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_229133.jpg?ts=1593412760,https://cdn.grofers.com/app/images/products/full_screen/pro_229133.jpg?ts=1593412760
Tropicana Apple Delight Juice - Pack of 2,Tropicana,Beverages,160,200,20,Juice,2x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_229132.jpg?ts=1593414630,https://cdn.grofers.com/app/images/products/full_screen/pro_229132.jpg?ts=1593414630
Tropicana Pomegranate Delight Juice - Pack of 2,Tropicana,Beverages,187,220,15,Juice,2x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_229138.jpg?ts=1541159253,https://cdn.grofers.com/app/images/products/full_screen/pro_229138.jpg?ts=1541159253
Tropicana Litchi Delight Juice - Pack of 2,Tropicana,Beverages,187,220,15,Juice,2x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_229134.jpg?ts=1593412666,https://cdn.grofers.com/app/images/products/full_screen/pro_229134.jpg?ts=1593412666
Tropicana Pomegranate Delight Juice,Tropicana,Beverages,20,20,0,Juice,200 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_57953.jpg?ts=1570791971,https://cdn.grofers.com/app/images/products/full_screen/pro_57953.jpg?ts=1570791971
Tropicana Mixed Fruit Delight Juice,Tropicana,Beverages,20,20,0,Juice,200 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_17185.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_17185.jpg
Tropicana Pineapple Juice - Pack of 2,Tropicana,Beverages,170,200,15,Juice,2x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_375359.jpg?ts=1604488816,https://cdn.grofers.com/app/images/products/full_screen/pro_375359.jpg?ts=1604488816
Tropicana Apple Delight Juice,Tropicana,Beverages,100,100,0,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_17184.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_17184.jpg
Tropicana Cranberry Delight Juice,Tropicana,Beverages,110,110,0,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_45363.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_45363.jpg
Tropicana Guava Delight Juice,Tropicana,Beverages,100,100,0,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_74625.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_74625.jpg
Tropicana Litchi Delight Juice,Tropicana,Beverages,110,110,0,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_45364.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_45364.jpg
Tropicana Pineapple Juice,Tropicana,Beverages,100,100,0,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_370.jpg?ts=1607513946,https://cdn.grofers.com/app/images/products/full_screen/pro_370.jpg?ts=1607513946
Tropicana Apple Delight Juice - Buy 2 Get 1 Free,Tropicana,Beverages,200,300,33,Juice,3x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_252756.jpg?ts=1541159312,https://cdn.grofers.com/app/images/products/full_screen/pro_252756.jpg?ts=1541159312
Tropicana Guava Delight Juice - Buy 2 Get 1 Free,Tropicana,Beverages,200,300,33,Juice,3x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_251715.jpg?ts=1541159310,https://cdn.grofers.com/app/images/products/full_screen/pro_251715.jpg?ts=1541159310
Tropicana Mixed Fruit Delight Juice - Buy 2 Get 1 Free,Tropicana,Beverages,200,300,33,Juice,3x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_251720.jpg?ts=1596603969,https://cdn.grofers.com/app/images/products/full_screen/pro_251720.jpg?ts=1596603969
Real Masala Pomegranate Juice - Buy 2 Get 1 Free,Real,Beverages,230,345,33,Juice,3x1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_405069.jpg?ts=1565345613,https://cdn.grofers.com/app/images/products/full_screen/pro_405069.jpg?ts=1565345613
Real Masala Guava Juice,Real,Beverages,80,100,20,Juice,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_391683.jpg?ts=1591853359,https://cdn.grofers.com/app/images/products/full_screen/pro_391683.jpg?ts=1591853359
Amulya Dairy Whitener (Pouch),Amulya,Breakfast & Dairy,212,212,0,Dairy Whitener,500 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_48212.jpg?ts=1589962657,https://cdn.grofers.com/app/images/products/full_screen/pro_48212.jpg?ts=1589962657
"Tetley Immune with added Vitamin C, Lemon and Honey, Green Tea Bags",Tetley,Beverages,131,165,20,Green Tea Bags,25 units,units,,https://cdn.grofers.com/app/images/products/normal/pro_381849.jpg?ts=1608727880,https://cdn.grofers.com/app/images/products/full_screen/pro_381849.jpg?ts=1608727880
Society Tea (Pouch),Society,Beverages,440,520,15,Tea,1 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_71190.jpg?ts=1612427087,https://cdn.grofers.com/app/images/products/full_screen/pro_71190.jpg?ts=1612427087
Lipton Honey Lemon Green Tea Bags,Lipton,Beverages,141,165,14,Green Tea Bags,25 units,units,,https://cdn.grofers.com/app/images/products/normal/pro_187235.jpg?ts=1610544501,https://cdn.grofers.com/app/images/products/full_screen/pro_187235.jpg?ts=1610544501
Nescafe Classic Coffee (Jar) - Pack of 2,Nescafe,Beverages,551,580,5,Coffee,2x100 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_367015.jpg?ts=1589887036,https://cdn.grofers.com/app/images/products/full_screen/pro_367015.jpg?ts=1589887036
Tata Gold Tea (Pouch) Combo,Tata,Beverages,708,770,8,Combo,1kg + 250 g,N/A,,https://cdn.grofers.com/app/images/products/normal/pro_424278.jpg?ts=1590476559,https://cdn.grofers.com/app/images/products/full_screen/pro_424278.jpg?ts=1590476559
